Tip100	OpenChrVG	tpm	type	Arid3a	MEIS1	NFIX	SOX9	SOX10	NFATC1	ATF4	Ddit3Cebpa	ZBTB26	JUN	TBX3	Dlx4	TFAP4
NonVen_Cat1-hAT-Tip100_40	FALSE	NA	NA	3	0	0	1	0	1	0	0	2	0	1	0	0
NonVen_Cat1-hAT-Tip100_41	FALSE	NA	NA	5	0	1	1	2	4	1	2	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_42	FALSE	NA	NA	0	0	0	1	1	1	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_43	FALSE	NA	NA	6	1	1	1	1	2	1	1	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_44	FALSE	NA	NA	0	1	0	1	1	2	1	1	0	1	1	2	0
NonVen_Cat1-hAT-Tip100_45	FALSE	NA	NA	6	0	1	1	0	1	0	0	2	0	1	1	1
NonVen_Cat1-hAT-Tip100_46	FALSE	NA	NA	7	0	1	2	1	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_224	FALSE	NA	NA	0	0	0	1	1	3	0	1	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_225	FALSE	NA	NA	3	0	0	0	0	0	0	0	0	0	0	1	0
NonVen_Cat1-hAT-Tip100_163	FALSE	NA	NA	4	1	1	1	1	1	0	0	2	0	1	0	1
NonVen_Cat1-hAT-Tip100_397	FALSE	NA	NA	7	1	0	2	1	3	1	3	1	1	2	2	1
NonVen_Cat1-hAT-Tip100_79	TRUE	NA	NA	5	1	1	2	0	3	1	1	2	1	0	3	1
NonVen_Cat1-hAT-Tip100_47	FALSE	NA	NA	0	0	0	1	0	1	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_48	FALSE	NA	NA	0	0	0	1	0	1	0	1	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_49	FALSE	NA	NA	5	1	1	2	2	3	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_50	FALSE	NA	NA	6	1	1	2	1	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_51	TRUE	NA	NA	6	1	1	1	1	3	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_398	FALSE	NA	NA	7	1	1	2	2	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_320	FALSE	NA	NA	6	0	0	2	0	2	1	3	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_379	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_80	FALSE	NA	NA	7	0	0	2	2	3	1	3	1	1	1	3	0
NonVen_Cat1-hAT-Tip100_226	FALSE	NA	NA	7	0	1	2	2	4	1	2	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_52	FALSE	NA	NA	2	1	0	2	1	3	1	2	2	1	0	1	1
NonVen_Cat1-hAT-Tip100_53	FALSE	NA	NA	4	1	1	0	1	3	1	2	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_304	FALSE	NA	NA	6	1	1	2	1	4	1	1	2	1	1	3	0
NonVen_Cat1-hAT-Tip100_227	FALSE	NA	NA	6	1	0	2	1	3	0	1	1	0	1	3	0
NonVen_Cat1-hAT-Tip100_321	FALSE	NA	NA	6	1	1	1	1	2	0	1	1	0	0	3	1
NonVen_Cat1-hAT-Tip100_322	FALSE	NA	NA	0	0	0	1	1	1	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_323	FALSE	NA	NA	5	0	1	2	2	3	0	1	1	0	2	1	1
NonVen_Cat1-hAT-Tip100_324	FALSE	NA	NA	6	1	1	1	2	3	0	1	1	0	0	0	1
NonVen_Cat1-hAT-Tip100_325	FALSE	NA	NA	7	1	1	2	2	3	0	2	2	0	2	1	1
NonVen_Cat1-hAT-Tip100_326	FALSE	NA	NA	3	1	1	1	2	3	0	2	1	0	2	0	0
NonVen_Cat1-hAT-Tip100_327	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_328	FALSE	NA	NA	5	0	1	1	0	1	0	1	2	0	1	0	1
NonVen_Cat1-hAT-Tip100_329	FALSE	NA	NA	7	1	1	2	2	3	0	2	2	0	2	1	1
NonVen_Cat1-hAT-Tip100_330	FALSE	NA	NA	6	1	1	2	2	3	0	1	1	0	0	0	1
NonVen_Cat1-hAT-Tip100_331	FALSE	NA	NA	4	1	1	2	1	2	0	2	2	0	1	2	1
NonVen_Cat1-hAT-Tip100_54	FALSE	NA	NA	6	0	1	2	1	2	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_305	FALSE	NA	NA	2	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_81	FALSE	NA	NA	5	1	1	2	1	2	1	2	2	1	0	2	1
NonVen_Cat1-hAT-Tip100_82	FALSE	NA	NA	6	1	1	1	2	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_55	FALSE	NA	NA	6	0	0	1	2	2	1	1	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_164	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_332	FALSE	NA	NA	1	1	1	0	0	0	1	1	0	1	0	2	0
NonVen_Cat1-hAT-Tip100_228	FALSE	NA	NA	7	0	1	2	2	3	1	3	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_229	FALSE	NA	NA	5	1	1	2	1	4	1	2	1	1	2	3	1
NonVen_Cat1-hAT-Tip100_56	FALSE	NA	NA	7	0	1	1	1	2	1	2	1	1	2	3	1
NonVen_Cat1-hAT-Tip100_230	FALSE	NA	NA	4	1	1	1	1	3	1	3	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_231	FALSE	NA	NA	7	1	1	1	2	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_306	FALSE	NA	NA	4	1	1	2	1	4	1	2	2	1	2	2	0
NonVen_Cat1-hAT-Tip100_83	FALSE	NA	NA	6	1	0	2	2	2	1	2	2	1	1	2	1
NonVen_Cat1-hAT-Tip100_165	FALSE	NA	NA	6	0	1	2	1	3	1	1	2	1	1	2	0
NonVen_Cat1-hAT-Tip100_333	FALSE	NA	NA	6	0	0	1	0	2	0	2	1	0	1	1	1
NonVen_Cat1-hAT-Tip100_84	FALSE	NA	NA	6	1	0	2	2	3	1	2	1	1	2	2	1
NonVen_Cat1-hAT-Tip100_85	FALSE	NA	NA	5	1	1	2	2	1	1	2	1	1	2	2	0
NonVen_Cat1-hAT-Tip100_232	FALSE	NA	NA	5	1	1	1	2	3	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_233	FALSE	NA	NA	7	1	1	1	2	3	1	3	1	1	2	3	1
NonVen_Cat1-hAT-Tip100_57	FALSE	NA	NA	2	1	1	0	1	1	0	2	0	0	0	2	0
NonVen_Cat1-hAT-Tip100_58	FALSE	NA	NA	2	0	0	1	0	1	0	0	2	0	0	0	0
NonVen_Cat1-hAT-Tip100_234	FALSE	NA	NA	6	1	1	1	1	2	1	2	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_86	FALSE	NA	NA	6	1	1	1	1	1	1	2	1	1	2	2	1
NonVen_Cat1-hAT-Tip100_87	FALSE	NA	NA	5	1	1	1	1	1	1	1	1	1	1	0	1
NonVen_Cat1-hAT-Tip100_88	FALSE	NA	NA	5	1	1	1	1	1	0	1	1	0	2	0	1
NonVen_Cat1-hAT-Tip100_59	FALSE	NA	NA	5	1	1	0	1	4	1	2	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_235	FALSE	NA	NA	6	1	1	2	2	3	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_236	FALSE	NA	NA	4	1	1	2	1	4	1	2	2	1	1	2	0
NonVen_Cat1-hAT-Tip100_307	TRUE	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_308	FALSE	NA	NA	6	1	1	1	1	3	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_309	FALSE	NA	NA	0	0	0	1	0	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_310	FALSE	NA	NA	1	1	1	0	1	2	0	1	0	1	1	2	0
NonVen_Cat1-hAT-Tip100_60	FALSE	NA	NA	6	1	1	2	2	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_311	FALSE	NA	NA	4	0	0	1	0	1	0	0	2	0	0	1	0
NonVen_Cat1-hAT-Tip100_237	FALSE	NA	NA	7	1	1	1	1	2	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_312	FALSE	NA	NA	1	1	1	0	1	2	0	1	0	1	1	2	0
NonVen_Cat1-hAT-Tip100_238	FALSE	NA	NA	6	1	1	2	1	2	0	2	2	0	2	3	0
NonVen_Cat1-hAT-Tip100_313	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_61	TRUE	NA	NA	2	0	0	1	0	1	0	0	2	0	1	1	1
NonVen_Cat1-hAT-Tip100_89	FALSE	NA	NA	5	1	1	1	1	3	1	1	2	1	1	1	0
NonVen_Cat1-hAT-Tip100_239	FALSE	NA	NA	5	0	1	1	0	4	1	2	2	1	2	2	0
NonVen_Cat1-hAT-Tip100_166	FALSE	NA	NA	5	0	1	1	2	2	1	1	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_167	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_62	FALSE	NA	NA	0	0	0	0	0	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_63	FALSE	NA	NA	2	0	0	1	0	1	0	0	1	0	1	0	1
NonVen_Cat1-hAT-Tip100_168	FALSE	NA	NA	6	0	1	2	2	4	0	0	1	0	2	1	1
NonVen_Cat1-hAT-Tip100_64	TRUE	NA	NA	3	0	1	0	0	1	0	0	0	0	0	1	0
NonVen_Cat1-hAT-Tip100_65	FALSE	NA	NA	3	0	1	0	0	1	0	1	0	0	1	1	0
NonVen_Cat1-hAT-Tip100_240	FALSE	NA	NA	0	0	0	1	1	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_241	FALSE	NA	NA	2	1	1	0	1	3	0	2	2	0	2	0	0
NonVen_Cat1-hAT-Tip100_66	FALSE	NA	NA	6	1	1	2	1	3	1	2	2	1	2	3	0
NonVen_Cat1-hAT-Tip100_67	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_169	FALSE	NA	NA	6	1	1	1	1	3	1	2	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_90	FALSE	NA	NA	5	0	0	1	0	0	0	0	1	0	1	0	1
NonVen_Cat1-hAT-Tip100_242	FALSE	NA	NA	6	1	1	1	0	2	0	2	2	0	2	3	1
NonVen_Cat1-hAT-Tip100_243	FALSE	NA	NA	2	1	1	0	0	2	0	2	0	0	1	2	0
NonVen_Cat1-hAT-Tip100_91	FALSE	NA	NA	5	0	1	1	2	3	1	1	1	1	0	3	1
NonVen_Cat1-hAT-Tip100_92	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_244	FALSE	NA	NA	6	1	1	2	2	4	1	3	2	1	2	3	0
NonVen_Cat1-hAT-Tip100_93	FALSE	NA	NA	6	0	1	1	1	4	0	1	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_170	FALSE	NA	NA	3	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_171	FALSE	NA	NA	1	0	0	1	1	2	0	2	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_94	FALSE	NA	NA	7	1	1	1	1	3	1	2	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_95	FALSE	NA	NA	0	0	0	1	1	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_245	FALSE	NA	NA	7	1	1	2	2	4	1	0	2	1	1	2	1
NonVen_Cat1-hAT-Tip100_172	TRUE	NA	NA	0	0	0	1	1	3	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_173	TRUE	NA	NA	5	1	1	1	1	0	0	0	0	0	1	2	0
NonVen_Cat1-hAT-Tip100_96	FALSE	NA	NA	7	0	1	1	2	3	0	1	2	0	1	1	0
NonVen_Cat1-hAT-Tip100_174	FALSE	NA	NA	7	0	1	1	1	4	0	3	2	0	2	3	1
NonVen_Cat1-hAT-Tip100_175	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_176	TRUE	NA	NA	5	0	1	0	2	3	1	3	0	1	2	3	1
NonVen_Cat1-hAT-Tip100_177	FALSE	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_178	FALSE	NA	NA	7	0	1	1	1	2	1	2	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_179	FALSE	NA	NA	6	1	1	1	2	2	0	1	2	0	1	3	1
NonVen_Cat1-hAT-Tip100_180	FALSE	NA	NA	2	1	1	0	2	2	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_181	FALSE	NA	NA	3	0	0	1	0	1	0	0	1	0	0	1	1
NonVen_Cat1-hAT-Tip100_182	FALSE	NA	NA	6	1	0	2	1	2	0	0	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_183	FALSE	NA	NA	0	0	0	1	1	1	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_97	FALSE	NA	NA	7	0	1	2	2	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_98	FALSE	NA	NA	6	1	1	0	1	1	0	0	2	0	1	1	1
NonVen_Cat1-hAT-Tip100_99	FALSE	NA	NA	6	1	1	0	1	1	1	1	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_246	FALSE	NA	NA	6	1	1	1	1	2	0	2	2	0	1	2	0
NonVen_Cat1-hAT-Tip100_100	FALSE	NA	NA	7	0	1	2	2	4	1	2	2	1	1	2	1
NonVen_Cat1-hAT-Tip100_184	FALSE	NA	NA	6	1	1	1	1	2	1	1	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_185	FALSE	NA	NA	0	0	0	1	1	2	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_186	FALSE	NA	NA	6	1	1	1	1	2	1	1	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_187	FALSE	NA	NA	0	0	0	1	0	1	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_101	FALSE	NA	NA	4	1	1	1	2	4	0	1	1	0	2	1	0
NonVen_Cat1-hAT-Tip100_102	FALSE	NA	NA	4	1	1	2	0	3	1	2	2	1	1	2	0
NonVen_Cat1-hAT-Tip100_103	FALSE	NA	NA	5	1	1	2	0	3	1	2	1	1	2	1	1
NonVen_Cat1-hAT-Tip100_247	FALSE	NA	NA	5	1	0	1	1	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_188	FALSE	NA	NA	6	1	0	1	2	4	1	2	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_68	FALSE	NA	NA	7	1	1	2	2	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_104	FALSE	NA	NA	6	1	1	1	2	3	1	2	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_189	FALSE	NA	NA	5	1	1	0	1	3	0	3	1	0	1	2	0
NonVen_Cat1-hAT-Tip100_190	FALSE	NA	NA	5	0	1	2	2	4	0	2	2	0	2	2	1
NonVen_Cat1-hAT-Tip100_191	FALSE	NA	NA	7	1	1	2	2	3	0	2	2	0	1	2	1
NonVen_Cat1-hAT-Tip100_248	FALSE	NA	NA	6	0	1	2	2	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_192	FALSE	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_193	FALSE	NA	NA	6	1	1	1	1	1	1	1	1	1	0	3	1
NonVen_Cat1-hAT-Tip100_194	FALSE	NA	NA	1	1	0	0	0	0	0	1	0	0	0	1	0
NonVen_Cat1-hAT-Tip100_105	FALSE	NA	NA	7	1	1	1	1	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_106	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_249	TRUE	NA	NA	0	0	0	0	0	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_250	FALSE	NA	NA	0	0	0	0	0	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_251	TRUE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_252	FALSE	NA	NA	3	0	0	0	0	1	0	0	2	0	0	0	0
NonVen_Cat1-hAT-Tip100_253	FALSE	NA	NA	0	0	0	0	0	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_107	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_195	FALSE	NA	NA	6	1	0	2	1	1	1	1	1	1	1	2	0
NonVen_Cat1-hAT-Tip100_196	FALSE	NA	NA	6	1	0	2	1	1	1	1	1	1	1	2	0
NonVen_Cat1-hAT-Tip100_197	FALSE	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_198	FALSE	NA	NA	4	1	1	2	1	2	1	2	2	1	1	1	0
NonVen_Cat1-hAT-Tip100_199	FALSE	NA	NA	6	1	1	2	2	2	1	3	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_108	FALSE	NA	NA	0	0	0	1	1	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_109	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_110	FALSE	NA	NA	7	1	1	2	1	4	0	2	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_111	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_200	FALSE	NA	NA	6	1	1	0	2	3	1	3	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_112	FALSE	NA	NA	0	0	0	0	0	0	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_113	FALSE	NA	NA	6	1	1	2	2	3	0	0	1	0	2	0	1
NonVen_Cat1-hAT-Tip100_201	FALSE	NA	NA	5	1	1	2	2	4	0	0	2	0	1	3	1
NonVen_Cat1-hAT-Tip100_114	TRUE	NA	NA	7	1	1	2	2	4	1	3	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_202	FALSE	NA	NA	7	1	1	2	2	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_115	FALSE	NA	NA	6	1	0	1	2	3	1	2	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_116	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_203	FALSE	NA	NA	5	1	1	0	1	2	1	2	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_204	FALSE	NA	NA	3	1	0	1	2	4	0	2	1	0	1	2	1
NonVen_Cat1-hAT-Tip100_205	FALSE	NA	NA	2	1	0	1	1	2	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_117	FALSE	NA	NA	4	1	1	2	1	3	0	2	2	0	1	2	1
NonVen_Cat1-hAT-Tip100_118	FALSE	NA	NA	4	1	1	2	1	3	0	1	2	0	1	2	1
NonVen_Cat1-hAT-Tip100_119	FALSE	NA	NA	6	1	1	1	2	2	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_120	FALSE	NA	NA	6	0	1	2	2	2	0	1	1	0	1	1	1
NonVen_Cat1-hAT-Tip100_121	FALSE	NA	NA	7	1	1	1	2	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_206	FALSE	NA	NA	5	1	0	0	2	3	1	1	2	0	2	1	1
NonVen_Cat1-hAT-Tip100_207	TRUE	NA	NA	7	1	1	1	1	2	1	3	1	1	2	3	1
NonVen_Cat1-hAT-Tip100_122	FALSE	NA	NA	6	1	1	1	1	1	1	2	1	1	1	1	1
NonVen_Cat1-hAT-Tip100_208	FALSE	NA	NA	5	0	0	1	1	3	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_209	FALSE	NA	NA	0	0	0	0	1	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_210	FALSE	NA	NA	5	1	1	2	1	2	1	2	1	0	2	1	1
NonVen_Cat1-hAT-Tip100_123	FALSE	NA	NA	6	1	1	2	2	3	0	1	2	0	2	1	1
NonVen_Cat1-hAT-Tip100_124	FALSE	NA	NA	7	1	1	1	1	3	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_211	TRUE	NA	NA	5	1	0	2	2	3	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_212	FALSE	NA	NA	4	1	1	2	1	1	0	0	2	0	1	1	1
NonVen_Cat1-hAT-Tip100_213	FALSE	NA	NA	3	0	0	1	0	1	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_214	FALSE	NA	NA	5	1	1	2	1	3	1	2	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_215	FALSE	NA	NA	0	0	0	1	1	2	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_216	FALSE	NA	NA	5	1	1	0	0	1	1	1	1	1	1	2	0
NonVen_Cat1-hAT-Tip100_125	FALSE	NA	NA	6	1	1	2	1	3	0	1	1	0	1	3	1
NonVen_Cat1-hAT-Tip100_126	FALSE	NA	NA	6	1	1	2	2	3	1	1	2	1	1	2	1
NonVen_Cat1-hAT-Tip100_127	FALSE	NA	NA	4	0	1	0	0	1	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_128	FALSE	NA	NA	5	0	0	1	1	3	1	1	1	1	1	1	0
NonVen_Cat1-hAT-Tip100_129	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_130	FALSE	NA	NA	5	1	1	2	0	1	1	1	2	1	0	3	1
NonVen_Cat1-hAT-Tip100_131	FALSE	NA	NA	5	1	1	1	1	1	1	2	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_132	FALSE	NA	NA	5	1	1	1	1	1	0	1	1	0	2	0	1
NonVen_Cat1-hAT-Tip100_133	FALSE	NA	NA	7	0	1	1	2	4	0	2	2	0	1	1	0
NonVen_Cat1-hAT-Tip100_134	TRUE	NA	NA	7	0	1	2	2	4	1	3	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_135	FALSE	NA	NA	6	1	1	0	1	1	0	0	2	0	1	1	1
NonVen_Cat1-hAT-Tip100_136	FALSE	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_137	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
