id	chrom	start	end	strand	species	short_name
NonVen_Cat1-hAT-Tip100_211	scaffoldma2	300261480	300261864	-	croAtr2	NonVen_Cat1-hAT-Tip100_211
NonVen_Cat1-hAT-Tip100_212	scaffoldma2	303258131	303258530	-	croAtr2	NonVen_Cat1-hAT-Tip100_212
NonVen_Cat1-hAT-Tip100_213	scaffoldma2	306040959	306041122	-	croAtr2	NonVen_Cat1-hAT-Tip100_213
NonVen_Cat1-hAT-Tip100_214	scaffoldma2	306041586	306041988	-	croAtr2	NonVen_Cat1-hAT-Tip100_214
NonVen_Cat1-hAT-Tip100_215	scaffoldma2	316325200	316325301	+	croAtr2	NonVen_Cat1-hAT-Tip100_215
NonVen_Cat1-hAT-Tip100_216	scaffoldma2	316325939	316326148	+	croAtr2	NonVen_Cat1-hAT-Tip100_216
NonVen_Cat1-hAT-Tip100_217	scaffoldma3	3755043	3755446	-	croAtr2	NonVen_Cat1-hAT-Tip100_217
NonVen_Cat1-hAT-Tip100_218	scaffoldma3	11948927	11949331	+	croAtr2	NonVen_Cat1-hAT-Tip100_218
NonVen_Cat1-hAT-Tip100_219	scaffoldma3	13954828	13955189	-	croAtr2	NonVen_Cat1-hAT-Tip100_219
NonVen_Cat1-hAT-Tip100_220	scaffoldma3	53101938	53102340	-	croAtr2	NonVen_Cat1-hAT-Tip100_220
NonVen_Cat1-hAT-Tip100_221	scaffoldma3	72227985	72228387	+	croAtr2	NonVen_Cat1-hAT-Tip100_221
NonVen_Cat1-hAT-Tip100_222	scaffoldma3	72583200	72583604	+	croAtr2	NonVen_Cat1-hAT-Tip100_222
NonVen_Cat1-hAT-Tip100_223	scaffoldma3	80839498	80839890	-	croAtr2	NonVen_Cat1-hAT-Tip100_223
NonVen_Cat1-hAT-Tip100_224	scaffoldma3	92974312	92974455	+	croAtr2	NonVen_Cat1-hAT-Tip100_224
NonVen_Cat1-hAT-Tip100_225	scaffoldma3	92975905	92976015	+	croAtr2	NonVen_Cat1-hAT-Tip100_225
NonVen_Cat1-hAT-Tip100_226	scaffoldma3	107369101	107369505	+	croAtr2	NonVen_Cat1-hAT-Tip100_226
NonVen_Cat1-hAT-Tip100_227	scaffoldma3	108707877	108708280	+	croAtr2	NonVen_Cat1-hAT-Tip100_227
NonVen_Cat1-hAT-Tip100_228	scaffoldma3	116467009	116467412	-	croAtr2	NonVen_Cat1-hAT-Tip100_228
NonVen_Cat1-hAT-Tip100_229	scaffoldma3	117009221	117009622	+	croAtr2	NonVen_Cat1-hAT-Tip100_229
NonVen_Cat1-hAT-Tip100_230	scaffoldma3	117649950	117650351	-	croAtr2	NonVen_Cat1-hAT-Tip100_230
NonVen_Cat1-hAT-Tip100_231	scaffoldma3	117653851	117654250	-	croAtr2	NonVen_Cat1-hAT-Tip100_231
NonVen_Cat1-hAT-Tip100_232	scaffoldma3	127242073	127242476	-	croAtr2	NonVen_Cat1-hAT-Tip100_232
NonVen_Cat1-hAT-Tip100_233	scaffoldma3	127247367	127247771	-	croAtr2	NonVen_Cat1-hAT-Tip100_233
NonVen_Cat1-hAT-Tip100_234	scaffoldma3	128148199	128148581	-	croAtr2	NonVen_Cat1-hAT-Tip100_234
NonVen_Cat1-hAT-Tip100_235	scaffoldma3	131509433	131509835	+	croAtr2	NonVen_Cat1-hAT-Tip100_235
NonVen_Cat1-hAT-Tip100_236	scaffoldma3	134871528	134871909	+	croAtr2	NonVen_Cat1-hAT-Tip100_236
NonVen_Cat1-hAT-Tip100_237	scaffoldma3	138313120	138313512	-	croAtr2	NonVen_Cat1-hAT-Tip100_237
NonVen_Cat1-hAT-Tip100_238	scaffoldma3	139127342	139127740	+	croAtr2	NonVen_Cat1-hAT-Tip100_238
NonVen_Cat1-hAT-Tip100_239	scaffoldma3	140128476	140128871	+	croAtr2	NonVen_Cat1-hAT-Tip100_239
NonVen_Cat1-hAT-Tip100_240	scaffoldma3	150050388	150050422	+	croAtr2	NonVen_Cat1-hAT-Tip100_240
NonVen_Cat1-hAT-Tip100_241	scaffoldma3	150050538	150050911	+	croAtr2	NonVen_Cat1-hAT-Tip100_241
NonVen_Cat1-hAT-Tip100_242	scaffoldma3	160522043	160522432	-	croAtr2	NonVen_Cat1-hAT-Tip100_242
NonVen_Cat1-hAT-Tip100_243	scaffoldma3	160525415	160525581	-	croAtr2	NonVen_Cat1-hAT-Tip100_243
NonVen_Cat1-hAT-Tip100_244	scaffoldma3	162543866	162544240	-	croAtr2	NonVen_Cat1-hAT-Tip100_244
NonVen_Cat1-hAT-Tip100_245	scaffoldma3	175771671	175772073	-	croAtr2	NonVen_Cat1-hAT-Tip100_245
NonVen_Cat1-hAT-Tip100_246	scaffoldma3	196923964	196924368	-	croAtr2	NonVen_Cat1-hAT-Tip100_246
NonVen_Cat1-hAT-Tip100_247	scaffoldma3	206388572	206388943	+	croAtr2	NonVen_Cat1-hAT-Tip100_247
NonVen_Cat1-hAT-Tip100_248	scaffoldma3	216265876	216266281	-	croAtr2	NonVen_Cat1-hAT-Tip100_248
NonVen_Cat1-hAT-Tip100_249	scaffoldma3	221761923	221762046	-	croAtr2	NonVen_Cat1-hAT-Tip100_249
NonVen_Cat1-hAT-Tip100_250	scaffoldma3	221762162	221762195	-	croAtr2	NonVen_Cat1-hAT-Tip100_250
NonVen_Cat1-hAT-Tip100_251	scaffoldma3	221762538	221762608	-	croAtr2	NonVen_Cat1-hAT-Tip100_251
NonVen_Cat1-hAT-Tip100_252	scaffoldma3	221763236	221763347	-	croAtr2	NonVen_Cat1-hAT-Tip100_252
NonVen_Cat1-hAT-Tip100_253	scaffoldma3	224455178	224455299	+	croAtr2	NonVen_Cat1-hAT-Tip100_253
NonVen_Cat1-hAT-Tip100_254	scaffoldma4	4717984	4718121	-	croAtr2	NonVen_Cat1-hAT-Tip100_254
NonVen_Cat1-hAT-Tip100_255	scaffoldma4	5166154	5166558	-	croAtr2	NonVen_Cat1-hAT-Tip100_255
NonVen_Cat1-hAT-Tip100_256	scaffoldma4	6553439	6553819	+	croAtr2	NonVen_Cat1-hAT-Tip100_256
NonVen_Cat1-hAT-Tip100_257	scaffoldma4	7125628	7125906	+	croAtr2	NonVen_Cat1-hAT-Tip100_257
NonVen_Cat1-hAT-Tip100_258	scaffoldma4	7130813	7130940	+	croAtr2	NonVen_Cat1-hAT-Tip100_258
NonVen_Cat1-hAT-Tip100_259	scaffoldma4	8663139	8663535	-	croAtr2	NonVen_Cat1-hAT-Tip100_259
NonVen_Cat1-hAT-Tip100_260	scaffoldma4	9052266	9052507	+	croAtr2	NonVen_Cat1-hAT-Tip100_260
NonVen_Cat1-hAT-Tip100_261	scaffoldma4	9052943	9053113	+	croAtr2	NonVen_Cat1-hAT-Tip100_261
NonVen_Cat1-hAT-Tip100_262	scaffoldma4	9221360	9221400	-	croAtr2	NonVen_Cat1-hAT-Tip100_262
NonVen_Cat1-hAT-Tip100_263	scaffoldma4	9222487	9222830	-	croAtr2	NonVen_Cat1-hAT-Tip100_263
NonVen_Cat1-hAT-Tip100_264	scaffoldma4	18126555	18126850	+	croAtr2	NonVen_Cat1-hAT-Tip100_264
NonVen_Cat1-hAT-Tip100_265	scaffoldma4	20494886	20495027	-	croAtr2	NonVen_Cat1-hAT-Tip100_265
NonVen_Cat1-hAT-Tip100_266	scaffoldma4	21505030	21505427	-	croAtr2	NonVen_Cat1-hAT-Tip100_266
NonVen_Cat1-hAT-Tip100_267	scaffoldma4	32831628	32831799	+	croAtr2	NonVen_Cat1-hAT-Tip100_267
NonVen_Cat1-hAT-Tip100_268	scaffoldma4	37307388	37307754	-	croAtr2	NonVen_Cat1-hAT-Tip100_268
NonVen_Cat1-hAT-Tip100_269	scaffoldma4	37451693	37452085	-	croAtr2	NonVen_Cat1-hAT-Tip100_269
NonVen_Cat1-hAT-Tip100_270	scaffoldma4	38157282	38157686	-	croAtr2	NonVen_Cat1-hAT-Tip100_270
NonVen_Cat1-hAT-Tip100_271	scaffoldma4	43410662	43411052	-	croAtr2	NonVen_Cat1-hAT-Tip100_271
NonVen_Cat1-hAT-Tip100_272	scaffoldma4	44719563	44719702	-	croAtr2	NonVen_Cat1-hAT-Tip100_272
NonVen_Cat1-hAT-Tip100_273	scaffoldma4	46550644	46551048	-	croAtr2	NonVen_Cat1-hAT-Tip100_273
NonVen_Cat1-hAT-Tip100_274	scaffoldma4	46853684	46854081	-	croAtr2	NonVen_Cat1-hAT-Tip100_274
NonVen_Cat1-hAT-Tip100_275	scaffoldma4	51655941	51656325	+	croAtr2	NonVen_Cat1-hAT-Tip100_275
NonVen_Cat1-hAT-Tip100_276	scaffoldma4	53799609	53800006	+	croAtr2	NonVen_Cat1-hAT-Tip100_276
NonVen_Cat1-hAT-Tip100_277	scaffoldma4	53801021	53801364	+	croAtr2	NonVen_Cat1-hAT-Tip100_277
NonVen_Cat1-hAT-Tip100_278	scaffoldma4	53805968	53806202	+	croAtr2	NonVen_Cat1-hAT-Tip100_278
NonVen_Cat1-hAT-Tip100_279	scaffoldma4	53808633	53808809	+	croAtr2	NonVen_Cat1-hAT-Tip100_279
NonVen_Cat1-hAT-Tip100_280	scaffoldma4	54224093	54224496	-	croAtr2	NonVen_Cat1-hAT-Tip100_280
NonVen_Cat1-hAT-Tip100_281	scaffoldma4	55494488	55494874	+	croAtr2	NonVen_Cat1-hAT-Tip100_281
NonVen_Cat1-hAT-Tip100_282	scaffoldma4	56106637	56106915	+	croAtr2	NonVen_Cat1-hAT-Tip100_282
NonVen_Cat1-hAT-Tip100_283	scaffoldma4	56111788	56111915	+	croAtr2	NonVen_Cat1-hAT-Tip100_283
NonVen_Cat1-hAT-Tip100_284	scaffoldma4	57211448	57211853	+	croAtr2	NonVen_Cat1-hAT-Tip100_284
NonVen_Cat1-hAT-Tip100_285	scaffoldma4	58341577	58341982	-	croAtr2	NonVen_Cat1-hAT-Tip100_285
NonVen_Cat1-hAT-Tip100_286	scaffoldma4	58673858	58674261	+	croAtr2	NonVen_Cat1-hAT-Tip100_286
NonVen_Cat1-hAT-Tip100_287	scaffoldma4	58688545	58688949	+	croAtr2	NonVen_Cat1-hAT-Tip100_287
NonVen_Cat1-hAT-Tip100_288	scaffoldma4	60248988	60249034	-	croAtr2	NonVen_Cat1-hAT-Tip100_288
NonVen_Cat1-hAT-Tip100_289	scaffoldma4	60255493	60255855	-	croAtr2	NonVen_Cat1-hAT-Tip100_289
NonVen_Cat1-hAT-Tip100_290	scaffoldma4	62407748	62408149	+	croAtr2	NonVen_Cat1-hAT-Tip100_290
NonVen_Cat1-hAT-Tip100_291	scaffoldma4	69297206	69297597	-	croAtr2	NonVen_Cat1-hAT-Tip100_291
NonVen_Cat1-hAT-Tip100_292	scaffoldma4	69312547	69312952	-	croAtr2	NonVen_Cat1-hAT-Tip100_292
NonVen_Cat1-hAT-Tip100_293	scaffoldma4	70256215	70256611	-	croAtr2	NonVen_Cat1-hAT-Tip100_293
NonVen_Cat1-hAT-Tip100_294	scaffoldma4	70917221	70917623	+	croAtr2	NonVen_Cat1-hAT-Tip100_294
NonVen_Cat1-hAT-Tip100_295	scaffoldma4	71600516	71600812	-	croAtr2	NonVen_Cat1-hAT-Tip100_295
NonVen_Cat1-hAT-Tip100_296	scaffoldma4	71606107	71606219	-	croAtr2	NonVen_Cat1-hAT-Tip100_296
NonVen_Cat1-hAT-Tip100_297	scaffoldma4	72205909	72206142	+	croAtr2	NonVen_Cat1-hAT-Tip100_297
NonVen_Cat1-hAT-Tip100_298	scaffoldma4	72206571	72206741	+	croAtr2	NonVen_Cat1-hAT-Tip100_298
NonVen_Cat1-hAT-Tip100_299	scaffoldma4	72623787	72623827	-	croAtr2	NonVen_Cat1-hAT-Tip100_299
NonVen_Cat1-hAT-Tip100_300	scaffoldma4	72624939	72625284	-	croAtr2	NonVen_Cat1-hAT-Tip100_300
NonVen_Cat1-hAT-Tip100_301	scaffoldma4	72630294	72630465	-	croAtr2	NonVen_Cat1-hAT-Tip100_301
NonVen_Cat1-hAT-Tip100_302	scaffoldma4	72919755	72920157	-	croAtr2	NonVen_Cat1-hAT-Tip100_302
NonVen_Cat1-hAT-Tip100_303	scaffoldma4	85536426	85536679	-	croAtr2	NonVen_Cat1-hAT-Tip100_303
NonVen_Cat1-hAT-Tip100_304	scaffoldma4	108528522	108528922	+	croAtr2	NonVen_Cat1-hAT-Tip100_304
NonVen_Cat1-hAT-Tip100_305	scaffoldma4	111984971	111985139	-	croAtr2	NonVen_Cat1-hAT-Tip100_305
NonVen_Cat1-hAT-Tip100_306	scaffoldma4	119121779	119122179	-	croAtr2	NonVen_Cat1-hAT-Tip100_306
NonVen_Cat1-hAT-Tip100_307	scaffoldma4	135956865	135957031	+	croAtr2	NonVen_Cat1-hAT-Tip100_307
NonVen_Cat1-hAT-Tip100_308	scaffoldma4	136385241	136385624	-	croAtr2	NonVen_Cat1-hAT-Tip100_308
NonVen_Cat1-hAT-Tip100_309	scaffoldma4	136385756	136385790	-	croAtr2	NonVen_Cat1-hAT-Tip100_309
NonVen_Cat1-hAT-Tip100_310	scaffoldma4	137425524	137425697	+	croAtr2	NonVen_Cat1-hAT-Tip100_310
NonVen_Cat1-hAT-Tip100_311	scaffoldma4	138117881	138117998	+	croAtr2	NonVen_Cat1-hAT-Tip100_311
NonVen_Cat1-hAT-Tip100_312	scaffoldma4	138339093	138339303	-	croAtr2	NonVen_Cat1-hAT-Tip100_312
NonVen_Cat1-hAT-Tip100_313	scaffoldma4	139924416	139924548	-	croAtr2	NonVen_Cat1-hAT-Tip100_313
NonVen_Cat1-hAT-Tip100_314	scaffoldma5	6647560	6647960	+	croAtr2	NonVen_Cat1-hAT-Tip100_314
NonVen_Cat1-hAT-Tip100_315	scaffoldma5	22860891	22861289	+	croAtr2	NonVen_Cat1-hAT-Tip100_315
NonVen_Cat1-hAT-Tip100_316	scaffoldma5	23493719	23493880	-	croAtr2	NonVen_Cat1-hAT-Tip100_316
NonVen_Cat1-hAT-Tip100_317	scaffoldma5	51714050	51714297	+	croAtr2	NonVen_Cat1-hAT-Tip100_317
NonVen_Cat1-hAT-Tip100_318	scaffoldma5	62831288	62831690	-	croAtr2	NonVen_Cat1-hAT-Tip100_318
NonVen_Cat1-hAT-Tip100_319	scaffoldma5	74804031	74804273	-	croAtr2	NonVen_Cat1-hAT-Tip100_319
NonVen_Cat1-hAT-Tip100_320	scaffoldma5	104035766	104036143	-	croAtr2	NonVen_Cat1-hAT-Tip100_320
NonVen_Cat1-hAT-Tip100_321	scaffoldma5	110332937	110333224	-	croAtr2	NonVen_Cat1-hAT-Tip100_321
NonVen_Cat1-hAT-Tip100_322	scaffoldma5	110333416	110333518	-	croAtr2	NonVen_Cat1-hAT-Tip100_322
NonVen_Cat1-hAT-Tip100_323	scaffoldma5	110375957	110376361	-	croAtr2	NonVen_Cat1-hAT-Tip100_323
NonVen_Cat1-hAT-Tip100_324	scaffoldma5	110411113	110411499	+	croAtr2	NonVen_Cat1-hAT-Tip100_324
NonVen_Cat1-hAT-Tip100_325	scaffoldma5	110440686	110441089	+	croAtr2	NonVen_Cat1-hAT-Tip100_325
NonVen_Cat1-hAT-Tip100_326	scaffoldma5	110492005	110492295	+	croAtr2	NonVen_Cat1-hAT-Tip100_326
NonVen_Cat1-hAT-Tip100_327	scaffoldma5	110510349	110510379	+	croAtr2	NonVen_Cat1-hAT-Tip100_327
NonVen_Cat1-hAT-Tip100_328	scaffoldma5	110519398	110519773	+	croAtr2	NonVen_Cat1-hAT-Tip100_328
NonVen_Cat1-hAT-Tip100_329	scaffoldma5	110863900	110864303	-	croAtr2	NonVen_Cat1-hAT-Tip100_329
NonVen_Cat1-hAT-Tip100_330	scaffoldma5	110899492	110899890	-	croAtr2	NonVen_Cat1-hAT-Tip100_330
NonVen_Cat1-hAT-Tip100_331	scaffoldma5	111726778	111727086	+	croAtr2	NonVen_Cat1-hAT-Tip100_331
NonVen_Cat1-hAT-Tip100_332	scaffoldma5	114046151	114046234	-	croAtr2	NonVen_Cat1-hAT-Tip100_332
NonVen_Cat1-hAT-Tip100_333	scaffoldma5	125567883	125568251	-	croAtr2	NonVen_Cat1-hAT-Tip100_333
NonVen_Cat1-hAT-Tip100_334	scaffoldma6	3776841	3776977	-	croAtr2	NonVen_Cat1-hAT-Tip100_334
NonVen_Cat1-hAT-Tip100_335	scaffoldma6	3781104	3781253	-	croAtr2	NonVen_Cat1-hAT-Tip100_335
NonVen_Cat1-hAT-Tip100_336	scaffoldma6	5867633	5867844	-	croAtr2	NonVen_Cat1-hAT-Tip100_336
NonVen_Cat1-hAT-Tip100_337	scaffoldma6	6047581	6047976	-	croAtr2	NonVen_Cat1-hAT-Tip100_337
NonVen_Cat1-hAT-Tip100_338	scaffoldma6	15485267	15485396	+	croAtr2	NonVen_Cat1-hAT-Tip100_338
NonVen_Cat1-hAT-Tip100_339	scaffoldma6	15641759	15642116	+	croAtr2	NonVen_Cat1-hAT-Tip100_339
NonVen_Cat1-hAT-Tip100_340	scaffoldma6	17939077	17939287	-	croAtr2	NonVen_Cat1-hAT-Tip100_340
NonVen_Cat1-hAT-Tip100_341	scaffoldma6	19507558	19507714	-	croAtr2	NonVen_Cat1-hAT-Tip100_341
NonVen_Cat1-hAT-Tip100_342	scaffoldma6	19508254	19508487	-	croAtr2	NonVen_Cat1-hAT-Tip100_342
NonVen_Cat1-hAT-Tip100_343	scaffoldma6	21813836	21814235	-	croAtr2	NonVen_Cat1-hAT-Tip100_343
NonVen_Cat1-hAT-Tip100_344	scaffoldma6	27023886	27024273	-	croAtr2	NonVen_Cat1-hAT-Tip100_344
NonVen_Cat1-hAT-Tip100_345	scaffoldma6	27030804	27031209	-	croAtr2	NonVen_Cat1-hAT-Tip100_345
NonVen_Cat1-hAT-Tip100_346	scaffoldma6	31975968	31976239	+	croAtr2	NonVen_Cat1-hAT-Tip100_346
NonVen_Cat1-hAT-Tip100_347	scaffoldma6	34477537	34477652	-	croAtr2	NonVen_Cat1-hAT-Tip100_347
NonVen_Cat1-hAT-Tip100_348	scaffoldma6	36170971	36171107	-	croAtr2	NonVen_Cat1-hAT-Tip100_348
NonVen_Cat1-hAT-Tip100_349	scaffoldma6	36175231	36175380	-	croAtr2	NonVen_Cat1-hAT-Tip100_349
NonVen_Cat1-hAT-Tip100_350	scaffoldma6	37261784	37262188	+	croAtr2	NonVen_Cat1-hAT-Tip100_350
NonVen_Cat1-hAT-Tip100_351	scaffoldma6	38955575	38955975	-	croAtr2	NonVen_Cat1-hAT-Tip100_351
NonVen_Cat1-hAT-Tip100_352	scaffoldma6	38965275	38965525	-	croAtr2	NonVen_Cat1-hAT-Tip100_352
NonVen_Cat1-hAT-Tip100_353	scaffoldma6	39301137	39301529	+	croAtr2	NonVen_Cat1-hAT-Tip100_353
NonVen_Cat1-hAT-Tip100_354	scaffoldma6	39313548	39313715	+	croAtr2	NonVen_Cat1-hAT-Tip100_354
NonVen_Cat1-hAT-Tip100_355	scaffoldma6	39428278	39428679	-	croAtr2	NonVen_Cat1-hAT-Tip100_355
NonVen_Cat1-hAT-Tip100_356	scaffoldma6	40074231	40074634	+	croAtr2	NonVen_Cat1-hAT-Tip100_356
NonVen_Cat1-hAT-Tip100_357	scaffoldma6	40076824	40076867	+	croAtr2	NonVen_Cat1-hAT-Tip100_357
NonVen_Cat1-hAT-Tip100_358	scaffoldma6	44241662	44242066	-	croAtr2	NonVen_Cat1-hAT-Tip100_358
NonVen_Cat1-hAT-Tip100_359	scaffoldma6	47654398	47654788	+	croAtr2	NonVen_Cat1-hAT-Tip100_359
NonVen_Cat1-hAT-Tip100_360	scaffoldma6	48186571	48186782	-	croAtr2	NonVen_Cat1-hAT-Tip100_360
NonVen_Cat1-hAT-Tip100_361	scaffoldma6	48229393	48229604	-	croAtr2	NonVen_Cat1-hAT-Tip100_361
NonVen_Cat1-hAT-Tip100_362	scaffoldma6	49215501	49215642	+	croAtr2	NonVen_Cat1-hAT-Tip100_362
NonVen_Cat1-hAT-Tip100_363	scaffoldma6	49224962	49225139	+	croAtr2	NonVen_Cat1-hAT-Tip100_363
NonVen_Cat1-hAT-Tip100_364	scaffoldma6	49235610	49236005	+	croAtr2	NonVen_Cat1-hAT-Tip100_364
NonVen_Cat1-hAT-Tip100_365	scaffoldma6	49236704	49237108	+	croAtr2	NonVen_Cat1-hAT-Tip100_365
NonVen_Cat1-hAT-Tip100_366	scaffoldma6	49706819	49706871	-	croAtr2	NonVen_Cat1-hAT-Tip100_366
NonVen_Cat1-hAT-Tip100_367	scaffoldma6	49706994	49707351	-	croAtr2	NonVen_Cat1-hAT-Tip100_367
NonVen_Cat1-hAT-Tip100_368	scaffoldma6	49921074	49921208	-	croAtr2	NonVen_Cat1-hAT-Tip100_368
NonVen_Cat1-hAT-Tip100_369	scaffoldma6	49921215	49921295	-	croAtr2	NonVen_Cat1-hAT-Tip100_369
NonVen_Cat1-hAT-Tip100_370	scaffoldma6	50426219	50426622	-	croAtr2	NonVen_Cat1-hAT-Tip100_370
NonVen_Cat1-hAT-Tip100_371	scaffoldma6	51580004	51580099	-	croAtr2	NonVen_Cat1-hAT-Tip100_371
NonVen_Cat1-hAT-Tip100_372	scaffoldma6	51604130	51604528	-	croAtr2	NonVen_Cat1-hAT-Tip100_372
NonVen_Cat1-hAT-Tip100_373	scaffoldma6	59091922	59092326	-	croAtr2	NonVen_Cat1-hAT-Tip100_373
NonVen_Cat1-hAT-Tip100_374	scaffoldma6	59878051	59878413	-	croAtr2	NonVen_Cat1-hAT-Tip100_374
NonVen_Cat1-hAT-Tip100_375	scaffoldma6	59888728	59889121	-	croAtr2	NonVen_Cat1-hAT-Tip100_375
NonVen_Cat1-hAT-Tip100_376	scaffoldma6	76012005	76012373	+	croAtr2	NonVen_Cat1-hAT-Tip100_376
NonVen_Cat1-hAT-Tip100_377	scaffoldma6	79502709	79503131	+	croAtr2	NonVen_Cat1-hAT-Tip100_377
NonVen_Cat1-hAT-Tip100_378	scaffoldma6	83394131	83394534	+	croAtr2	NonVen_Cat1-hAT-Tip100_378
NonVen_Cat1-hAT-Tip100_379	scaffoldma6	106187910	106188053	+	croAtr2	NonVen_Cat1-hAT-Tip100_379
NonVen_Cat1-hAT-Tip100_380	scaffoldma7	9966797	9967154	-	croAtr2	NonVen_Cat1-hAT-Tip100_380
NonVen_Cat1-hAT-Tip100_381	scaffoldma7	9980917	9981269	-	croAtr2	NonVen_Cat1-hAT-Tip100_381
NonVen_Cat1-hAT-Tip100_382	scaffoldma7	14621117	14621274	+	croAtr2	NonVen_Cat1-hAT-Tip100_382
NonVen_Cat1-hAT-Tip100_383	scaffoldma7	30936457	30936851	+	croAtr2	NonVen_Cat1-hAT-Tip100_383
NonVen_Cat1-hAT-Tip100_384	scaffoldma7	35734678	35735081	+	croAtr2	NonVen_Cat1-hAT-Tip100_384
NonVen_Cat1-hAT-Tip100_385	scaffoldma7	45670923	45671319	+	croAtr2	NonVen_Cat1-hAT-Tip100_385
NonVen_Cat1-hAT-Tip100_386	scaffoldma7	47136126	47136530	-	croAtr2	NonVen_Cat1-hAT-Tip100_386
NonVen_Cat1-hAT-Tip100_387	scaffoldma7	61095164	61095265	+	croAtr2	NonVen_Cat1-hAT-Tip100_387
NonVen_Cat1-hAT-Tip100_388	scaffoldma7	61700114	61700512	+	croAtr2	NonVen_Cat1-hAT-Tip100_388
NonVen_Cat1-hAT-Tip100_389	scaffoldma7	68362380	68362777	+	croAtr2	NonVen_Cat1-hAT-Tip100_389
NonVen_Cat1-hAT-Tip100_390	scaffoldma7	73604214	73604596	+	croAtr2	NonVen_Cat1-hAT-Tip100_390
NonVen_Cat1-hAT-Tip100_391	scaffoldma7	74902387	74902712	-	croAtr2	NonVen_Cat1-hAT-Tip100_391
NonVen_Cat1-hAT-Tip100_392	scaffoldma7	75208396	75208797	+	croAtr2	NonVen_Cat1-hAT-Tip100_392
NonVen_Cat1-hAT-Tip100_393	scaffoldma7	78033280	78033679	+	croAtr2	NonVen_Cat1-hAT-Tip100_393
NonVen_Cat1-hAT-Tip100_394	scaffoldma7	79007358	79007714	-	croAtr2	NonVen_Cat1-hAT-Tip100_394
NonVen_Cat1-hAT-Tip100_395	scaffoldma7	79049587	79049945	-	croAtr2	NonVen_Cat1-hAT-Tip100_395
NonVen_Cat1-hAT-Tip100_396	scaffoldma7	79397837	79398026	-	croAtr2	NonVen_Cat1-hAT-Tip100_396
NonVen_Cat1-hAT-Tip100_397	scaffoldma7	94968791	94969189	+	croAtr2	NonVen_Cat1-hAT-Tip100_397
NonVen_Cat1-hAT-Tip100_398	scaffoldma7	99457027	99457409	+	croAtr2	NonVen_Cat1-hAT-Tip100_398
NonVen_Cat1-hAT-Tip100_399	scaffoldmi1	335572	335707	-	croAtr2	NonVen_Cat1-hAT-Tip100_399
SVSP_Cat1-hAT-Tip100_1_O	scaffoldmi1	11829078	11829298	+	croAtr2	SVSP_Cat1-hAT-Tip100_1
SVSP_Cat1-hAT-Tip100_2_O	scaffoldmi1	11830938	11831327	+	croAtr2	SVSP_Cat1-hAT-Tip100_2
SVSP_Cat1-hAT-Tip100_3_O	scaffoldmi1	11832469	11832858	+	croAtr2	SVSP_Cat1-hAT-Tip100_3
SVSP_Cat1-hAT-Tip100_4_O	scaffoldmi1	11834003	11834393	+	croAtr2	SVSP_Cat1-hAT-Tip100_4
SVSP_Cat1-hAT-Tip100_5_O	scaffoldmi1	11837321	11837599	+	croAtr2	SVSP_Cat1-hAT-Tip100_5
SVSP_Cat1-hAT-Tip100_6_O	scaffoldmi1	11856216	11856292	+	croAtr2	SVSP_Cat1-hAT-Tip100_6
SVSP_Cat1-hAT-Tip100_7_P	scaffoldmi1	11860640	11860982	+	croAtr2	SVSP_Cat1-hAT-Tip100_7
SVSP_Cat1-hAT-Tip100_8_O	scaffoldmi1	11869429	11869838	+	croAtr2	SVSP_Cat1-hAT-Tip100_8
SVSP_Cat1-hAT-Tip100_9_P	scaffoldmi1	11883067	11883468	+	croAtr2	SVSP_Cat1-hAT-Tip100_9
SVSP_Cat1-hAT-Tip100_10_P	scaffoldmi1	11938236	11938643	-	croAtr2	SVSP_Cat1-hAT-Tip100_10
SVSP_Cat1-hAT-Tip100_11_O	scaffoldmi1	11940430	11940463	-	croAtr2	SVSP_Cat1-hAT-Tip100_11
SVSP_Cat1-hAT-Tip100_12_O	scaffoldmi1	11988077	11988305	+	croAtr2	SVSP_Cat1-hAT-Tip100_12
SVSP_Cat1-hAT-Tip100_13_P	scaffoldmi1	11989581	11989988	+	croAtr2	SVSP_Cat1-hAT-Tip100_13
SVSP_Cat1-hAT-Tip100_14_O	scaffoldmi1	12014906	12014953	+	croAtr2	SVSP_Cat1-hAT-Tip100_14
SVSP_Cat1-hAT-Tip100_15_O	scaffoldmi1	12047008	12047412	+	croAtr2	SVSP_Cat1-hAT-Tip100_15
SVSP_Cat1-hAT-Tip100_16_O	scaffoldmi1	12049233	12049426	+	croAtr2	SVSP_Cat1-hAT-Tip100_16
SVSP_Cat1-hAT-Tip100_17_P	scaffoldmi1	12127761	12128039	+	croAtr2	SVSP_Cat1-hAT-Tip100_17
SVSP_Cat1-hAT-Tip100_18_O	scaffoldmi1	12164476	12164880	+	croAtr2	SVSP_Cat1-hAT-Tip100_18
SVSP_Cat1-hAT-Tip100_19_P	scaffoldmi1	12167357	12167753	+	croAtr2	SVSP_Cat1-hAT-Tip100_19
SVSP_Cat1-hAT-Tip100_20_E	scaffoldmi1	12183865	12184145	+	croAtr2	SVSP_Cat1-hAT-Tip100_20
SVSP_Cat1-hAT-Tip100_21_O	scaffoldmi1	12184386	12184468	+	croAtr2	SVSP_Cat1-hAT-Tip100_21
